# ts x y z qx qy qz qw
1525745925.001598119736 -1.195960179995 1.420202832248 1.491985563428 0.989693116041 0.114948319089 -0.085361996628 -0.002783797821
1525745925.011598110199 -1.210011530169 1.441492284611 1.491664275942 0.989418825945 0.119438850041 -0.081570120053 -0.011448295960
1525745925.021598100662 -1.223896123165 1.462786409836 1.491489729809 0.988908595027 0.124767562771 -0.077805442466 -0.020956122842
1525745925.031598091125 -1.237579979995 1.483819667897 1.491537079763 0.988428365647 0.129414364304 -0.073210918762 -0.030024151438
1525745925.041598081589 -1.250961619979 1.504740163749 1.491224977343 0.987752585742 0.134716267558 -0.068343719266 -0.039057555645
1525745925.051598072052 -1.264234073152 1.525477367906 1.491229699751 0.986943324115 0.140447464459 -0.062505999482 -0.048066461704
1525745925.061598062515 -1.277380267765 1.546090891177 1.491009966701 0.985960181139 0.146108159971 -0.056881682632 -0.057440412420
1525745925.071598052979 -1.290359730769 1.566491225962 1.491269692308 0.984877455171 0.151726815720 -0.050112158466 -0.066963745874
1525745925.081598043442 -1.303157877446 1.586608814624 1.491048686921 0.983605064624 0.157625252470 -0.042753136655 -0.076469117532
1525745925.091598033905 -1.315906791209 1.606452868132 1.491223307692 0.982037058869 0.164125715309 -0.035161393095 -0.086195365409
1525745925.101598024368 -1.328418723653 1.626031365259 1.491167904909 0.980361323649 0.170226655320 -0.026534871016 -0.095971149478
1525745925.111598014832 -1.340800280220 1.645381046532 1.491270915865 0.978458079713 0.176627535072 -0.016961630147 -0.105521576947
1525745925.121598005295 -1.353102055441 1.664236321662 1.491138236869 0.976407329140 0.182808384936 -0.006440530498 -0.114753394569
1525745925.131597995758 -1.365355586852 1.682935374013 1.491131228459 0.973867889826 0.189461947877 0.003922260397 -0.125180347282
1525745925.141597986221 -1.377478691555 1.701214708548 1.491282723996 0.971150783568 0.195768886712 0.015243237300 -0.135308323052
1525745925.151597976685 -1.389692188874 1.719102243819 1.491400014080 0.968202008011 0.202312169425 0.026272056462 -0.144791010894
1525745925.161597967148 -1.401690250172 1.736552188187 1.491449574863 0.964972721649 0.208824321434 0.037984162943 -0.154198743886
1525745925.171597957611 -1.413762949537 1.753610888260 1.491472662890 0.961381312604 0.215322616687 0.050076290915 -0.163934461315
1525745925.181597948074 -1.425795365259 1.770110465328 1.491679497425 0.957621372637 0.221960449563 0.062598601683 -0.172558049845
1525745925.191597938538 -1.437798295269 1.786210774362 1.491800738216 0.953674357667 0.228322996650 0.074862825588 -0.181023164469
1525745925.201597929001 -1.449919815317 1.801834473770 1.491980729458 0.949655447334 0.234602404659 0.087291315095 -0.188405067305
1525745925.211597919464 -1.462116039482 1.816706318771 1.492182892284 0.945409421295 0.240991628030 0.099145643376 -0.195689046055
1525745925.221597909927 -1.474312890834 1.831213207861 1.492388796945 0.940971304334 0.247613247247 0.111407597655 -0.202111433107
1525745925.231597900391 -1.486659869494 1.845128605220 1.492605362153 0.936361082916 0.254362135613 0.123435726168 -0.208065970002
1525745925.241597890854 -1.498946129420 1.858409388603 1.492720547031 0.932175922719 0.261019160739 0.133814585301 -0.212157261463
1525745925.251597881317 -1.511474971164 1.871137322176 1.492813263989 0.927410247259 0.268399016344 0.144492807850 -0.216781064173
1525745925.261597871780 -1.524174911946 1.883271851699 1.493001661174 0.922764120905 0.275623162942 0.155217160530 -0.220104253245
1525745925.271597862244 -1.536903435977 1.894701247511 1.493029454171 0.918214238757 0.283124715712 0.164520166450 -0.222836536342
1525745925.281597852707 -1.549781227679 1.905518474416 1.492962563702 0.913610016885 0.291065810217 0.173340896214 -0.224834082981
1525745925.291597843170 -1.562890241243 1.915683396463 1.493134575206 0.908979056825 0.298961081814 0.182721462105 -0.225814554670
1525745925.301597833633 -1.576111336251 1.925109747854 1.493022433917 0.904361785504 0.307619605128 0.189675463994 -0.226987131398
1525745925.311597824097 -1.589567358516 1.934019365385 1.492935270604 0.899786295343 0.316097101190 0.197260451442 -0.227058493850
1525745925.321597814560 -1.603080357143 1.942108230769 1.492837346154 0.894954854108 0.325052991520 0.205089544899 -0.226571490672
1525745925.331597805023 -1.617023630278 1.949495687951 1.492513244422 0.890424742686 0.334134043379 0.211435138582 -0.225373913400
1525745925.341597795486 -1.631043634398 1.956275852729 1.492240318229 0.885813943322 0.343523850873 0.217898322116 -0.223260706164
1525745925.351597785950 -1.645280771713 1.962448049434 1.491862144525 0.881178244631 0.353359656640 0.223331360717 -0.220873170776
1525745925.361597776413 -1.659732500000 1.967932439560 1.491422833791 0.876309476753 0.363453210564 0.229067024609 -0.217971931496
1525745925.371597766876 -1.674425002403 1.972412865431 1.490898949880 0.871570597396 0.373673586920 0.234447683529 -0.213932297422
1525745925.381597757339 -1.689420543269 1.976584637019 1.490440266827 0.866686480344 0.384368075668 0.238440235626 -0.210385316101
1525745925.391597747803 -1.704547563337 1.979946337796 1.489651764161 0.861785002133 0.395207552998 0.242723119384 -0.205482572175
1525745925.401597738266 -1.719896894950 1.982734739491 1.488737904359 0.856736886127 0.405931384364 0.246751783224 -0.200836193487
1525745925.411597728729 -1.735686262616 1.984768912719 1.487981376674 0.851392856908 0.417302307318 0.250453742019 -0.195606519886
1525745925.421597719193 -1.751657409114 1.986097154823 1.487235038105 0.846056837614 0.428446565343 0.253780342145 -0.190307398999
1525745925.431597709656 -1.767688010384 1.986701749399 1.486411944130 0.840389104305 0.439848000263 0.257917056546 -0.183735358527
1525745925.441597700119 -1.784117942308 1.986751901442 1.485349132212 0.834350312487 0.451225119212 0.261886286374 -0.177963537991
1525745925.451597690582 -1.800821663376 1.985903689475 1.484558291466 0.828343333702 0.462812576917 0.264894551746 -0.171705319120
1525745925.461597681046 -1.817732093718 1.984426927394 1.483737769310 0.821791160955 0.474360174831 0.268655009711 -0.165729291522
1525745925.471597671509 -1.834984272300 1.982273192488 1.482637103286 0.814922133619 0.486322350662 0.271710118223 -0.159894024402
1525745925.481597661972 -1.852503618950 1.979592993649 1.481695266135 0.807593218028 0.498099526069 0.275606030407 -0.154049902071
1525745925.491597652435 -1.870144604016 1.975993158084 1.480533166066 0.800094177714 0.510067370288 0.279054504554 -0.147679274254
1525745925.501597642899 -1.888253591229 1.971974202197 1.479656966358 0.792154466194 0.522032084810 0.282312522244 -0.142384844356
1525745925.511597633362 -1.906683510110 1.967160590564 1.478588393850 0.783758890326 0.534389801116 0.285401898660 -0.136730751989
1525745925.521597623825 -1.925196347751 1.961676115688 1.477648753862 0.775383384210 0.546291671705 0.288689619075 -0.130400616394
1525745925.531597614288 -1.944034665294 1.955528059732 1.476695538620 0.766288196740 0.558502719002 0.291939471355 -0.125093794688
1525745925.541597604752 -1.963438553991 1.948766874434 1.475830671020 0.757150948854 0.570663706144 0.294946078288 -0.118626245164
1525745925.551597595215 -1.982967117405 1.941316022657 1.474816200481 0.747830435769 0.582613431221 0.297703063462 -0.112623776814
1525745925.561597585678 -2.002704755151 1.933143552198 1.474142600962 0.737988447029 0.594639534167 0.300735170984 -0.106467053078
1525745925.571597576141 -2.022972307587 1.924394694816 1.473047363886 0.728190388165 0.606368588900 0.303342681156 -0.100195363004
1525745925.581597566605 -2.043453186406 1.914862705458 1.472357766220 0.717922731089 0.618310172222 0.305863725599 -0.093417688237
1525745925.591597557068 -2.064215069025 1.904703865041 1.471439578297 0.707088737780 0.630305635954 0.308286884132 -0.087746904567
